name,lon,lat,variable,initmonth,leadtime,alpha,loc,scale,pzero,pval
45_41,45.0,41.0,tp,2,5,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,2,6,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,3,0,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,3,1,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,3,2,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,3,3,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_41,45.0,41.0,tp,3,4,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,3,5,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,3,6,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,4,0,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,4,1,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,4,2,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_41,45.0,41.0,tp,4,3,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,4,4,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,4,5,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
45_41,45.0,41.0,tp,4,6,6.4312533588506815,0.0,10.442210565005784,0.0,0.9791431186151522
45_41,45.0,41.0,tp,5,0,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,5,1,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_41,45.0,41.0,tp,5,2,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,5,3,2.513181919541882,0.0,21.61423445413181,0.0,0.9533778839379544
45_41,45.0,41.0,tp,5,4,4.956677132199346,0.0,11.209827502186338,0.0,0.8671842731119304
